timestamp,temperature,wind_speed,wind_gust_speed,rain_level,traffic_state,average_flow
2020-11-09T00:00:00+00:00,11.6,4.0,8.0,0.0,Fluid,62.1
2020-11-09T01:00:00+00:00,11.3,5.0,10.0,0.0,Fluid,46.7
2020-11-09T02:00:00+00:00,,,,,Fluid,49.5
2020-11-09T03:00:00+00:00,,,,,Fluid,81.1
2020-11-09T04:00:00+00:00,,,,,Fluid,198.9
2020-11-09T05:00:00+00:00,,,,,Fluid,523.5
2020-11-09T06:00:00+00:00,,,,,Fluid,818.0
2020-11-09T07:00:00+00:00,,,,,Fluid,963.0
2020-11-09T08:00:00+00:00,,,,,Fluid,889.7
2020-11-09T09:00:00+00:00,,,,,Fluid,827.3
2020-11-09T10:00:00+00:00,,,,,Fluid,814.3
2020-11-09T11:00:00+00:00,,,,,Fluid,816.2
2020-11-09T12:00:00+00:00,,,,,Fluid,841.5
2020-11-09T13:00:00+00:00,,,,,Fluid,847.7
2020-11-09T14:00:00+00:00,,,,,Fluid,871.2
2020-11-09T15:00:00+00:00,,,,,Fluid,904.7
2020-11-09T16:00:00+00:00,,,,,Fluid,900.7
2020-11-09T17:00:00+00:00,,,,,Fluid,870.0
2020-11-09T18:00:00+00:00,,,,,Fluid,749.1
2020-11-09T19:00:00+00:00,,,,,Fluid,531.0
2020-11-09T20:00:00+00:00,,,,,Fluid,341.2
2020-11-09T21:00:00+00:00,,,,,Fluid,220.0
2020-11-09T22:00:00+00:00,,,,,Fluid,139.2
2020-11-09T23:00:00+00:00,,,,,Fluid,101.8
2020-11-10T00:00:00+00:00,,,,,Fluid,77.5
2020-11-10T01:00:00+00:00,,,,,Fluid,62.4
2020-11-10T02:00:00+00:00,,,,,Fluid,66.3
2020-11-10T03:00:00+00:00,,,,,Fluid,102.9
2020-11-10T04:00:00+00:00,,,,,Fluid,217.0
2020-11-10T05:00:00+00:00,,,,,Fluid,508.8
2020-11-10T06:00:00+00:00,,,,,Fluid,788.5
2020-11-10T07:00:00+00:00,,,,,Fluid,942.6
2020-11-10T08:00:00+00:00,,,,,Fluid,924.2
2020-11-10T09:00:00+00:00,,,,,Fluid,873.1
2020-11-10T10:00:00+00:00,,,,,Fluid,865.6
2020-11-10T11:00:00+00:00,,,,,Fluid,880.3
2020-11-10T12:00:00+00:00,,,,,Fluid,907.8
2020-11-10T13:00:00+00:00,,,,,Fluid,941.5
2020-11-10T14:00:00+00:00,,,,,Fluid,927.7
2020-11-10T15:00:00+00:00,,,,,Fluid,897.4
2020-11-10T16:00:00+00:00,,,,,Fluid,898.0
2020-11-10T17:00:00+00:00,,,,,Fluid,889.4
2020-11-10T18:00:00+00:00,,,,,Fluid,816.8
2020-11-10T19:00:00+00:00,,,,,Fluid,595.4
2020-11-10T20:00:00+00:00,,,,,Fluid,395.6
2020-11-10T21:00:00+00:00,,,,,Fluid,245.2
2020-11-10T22:00:00+00:00,,,,,Fluid,157.6
2020-11-10T23:00:00+00:00,,,,,Fluid,115.4
2020-11-11T00:00:00+00:00,,,,,Fluid,92.2
2020-11-11T01:00:00+00:00,,,,,Fluid,69.1
2020-11-11T02:00:00+00:00,,,,,Fluid,59.2
2020-11-11T03:00:00+00:00,,,,,Fluid,72.5
2020-11-11T04:00:00+00:00,,,,,Fluid,108.9
2020-11-11T05:00:00+00:00,,,,,Fluid,190.2
2020-11-11T06:00:00+00:00,,,,,Fluid,264.0
2020-11-11T07:00:00+00:00,,,,,Fluid,287.3
2020-11-11T08:00:00+00:00,,,,,Fluid,339.7
2020-11-11T09:00:00+00:00,,,,,Fluid,399.9
2020-11-11T10:00:00+00:00,,,,,Fluid,470.8
2020-11-11T11:00:00+00:00,,,,,Fluid,511.6
2020-11-11T12:00:00+00:00,,,,,Fluid,525.1
2020-11-11T13:00:00+00:00,,,,,Fluid,545.7
2020-11-11T14:00:00+00:00,,,,,Fluid,543.7
2020-11-11T15:00:00+00:00,,,,,Fluid,545.4
2020-11-11T16:00:00+00:00,,,,,Fluid,556.2
2020-11-11T17:00:00+00:00,,,,,Fluid,543.2
2020-11-11T18:00:00+00:00,,,,,Fluid,472.2
2020-11-11T19:00:00+00:00,,,,,Fluid,393.4
2020-11-11T20:00:00+00:00,,,,,Fluid,291.0
2020-11-11T21:00:00+00:00,,,,,Fluid,204.3
2020-11-11T22:00:00+00:00,,,,,Fluid,139.9
2020-11-11T23:00:00+00:00,,,,,Fluid,106.0
2020-11-12T00:00:00+00:00,,,,,Fluid,77.6
2020-11-12T01:00:00+00:00,,,,,Fluid,59.6
2020-11-12T02:00:00+00:00,,,,,Fluid,63.8
2020-11-12T03:00:00+00:00,,,,,Fluid,96.3
2020-11-12T04:00:00+00:00,,,,,Fluid,213.7
2020-11-12T05:00:00+00:00,,,,,Fluid,545.9
2020-11-12T06:00:00+00:00,,,,,Fluid,825.2
2020-11-12T07:00:00+00:00,,,,,Fluid,976.2
2020-11-12T08:00:00+00:00,,,,,Fluid,936.3
2020-11-12T09:00:00+00:00,,,,,Fluid,820.0
2020-11-12T10:00:00+00:00,11.7,12.0,35.0,0.0,Fluid,844.2
2020-11-12T11:00:00+00:00,12.7,10.0,23.0,0.0,Fluid,879.4
2020-11-12T12:00:00+00:00,14.0,10.0,24.0,0.0,Fluid,900.0
2020-11-12T13:00:00+00:00,13.9,12.0,27.0,0.0,Fluid,876.0
2020-11-12T14:00:00+00:00,13.5,13.0,29.0,0.0,Fluid,881.4
2020-11-12T15:00:00+00:00,13.0,10.0,27.0,0.0,Fluid,898.4
2020-11-12T16:00:00+00:00,12.0,7.0,23.0,0.0,Fluid,914.0
2020-11-12T17:00:00+00:00,10.7,5.0,19.0,0.0,Fluid,877.8
2020-11-12T18:00:00+00:00,9.9,5.0,11.0,0.0,Fluid,760.1
2020-11-12T19:00:00+00:00,9.7,6.0,12.0,0.0,Fluid,555.1
2020-11-12T20:00:00+00:00,9.3,8.0,15.0,0.0,Fluid,369.2
2020-11-12T21:00:00+00:00,8.8,6.0,13.0,0.0,Fluid,238.8
2020-11-12T22:00:00+00:00,8.2,8.0,15.0,0.0,Fluid,158.4
2020-11-12T23:00:00+00:00,8.0,9.0,19.0,0.0,Fluid,115.9
2020-11-13T00:00:00+00:00,8.5,9.0,19.0,0.0,Fluid,89.1
2020-11-13T01:00:00+00:00,9.0,11.0,24.0,0.0,Fluid,72.9
2020-11-13T02:00:00+00:00,9.2,12.0,22.0,0.0,Fluid,70.6
2020-11-13T03:00:00+00:00,9.5,12.0,21.0,0.0,Fluid,103.7
2020-11-13T04:00:00+00:00,9.7,11.0,22.0,0.0,Fluid,216.4
2020-11-13T05:00:00+00:00,10.1,14.0,26.0,0.0,Fluid,532.3
2020-11-13T06:00:00+00:00,10.4,12.0,29.0,0.0,Fluid,961.0
2020-11-13T07:00:00+00:00,10.7,9.0,22.0,0.0,Fluid,1154.7
2020-11-13T08:00:00+00:00,11.7,12.0,27.0,0.0,Fluid,907.3
2020-11-13T09:00:00+00:00,12.7,10.0,24.0,0.0,Fluid,948.0
2020-11-13T10:00:00+00:00,13.3,9.0,22.0,0.4,Fluid,907.6
2020-11-13T11:00:00+00:00,14.1,12.0,28.0,0.0,Fluid,890.1
2020-11-13T12:00:00+00:00,15.0,11.0,31.0,0.0,Fluid,2023.5
2020-11-13T13:00:00+00:00,15.3,8.0,26.0,0.0,Fluid,518.3
2020-11-13T14:00:00+00:00,15.5,12.0,27.0,0.0,Fluid,897.7
2020-11-13T15:00:00+00:00,15.5,10.0,27.0,0.0,Fluid,789.5
2020-11-13T16:00:00+00:00,15.2,15.0,31.0,0.0,Fluid,888.6
2020-11-13T17:00:00+00:00,14.6,13.0,29.0,0.0,Fluid,864.8
2020-11-13T18:00:00+00:00,14.2,12.0,28.0,0.0,Fluid,755.7
2020-11-13T19:00:00+00:00,14.0,10.0,26.0,0.0,Fluid,575.9
2020-11-13T20:00:00+00:00,14.1,13.0,25.0,0.0,Fluid,398.9
2020-11-13T21:00:00+00:00,14.0,8.0,29.0,0.0,Fluid,272.2
2020-11-13T22:00:00+00:00,13.3,8.0,17.0,0.0,Fluid,178.6
2020-11-13T23:00:00+00:00,12.9,10.0,18.0,0.0,Fluid,134.2
2020-11-14T00:00:00+00:00,12.0,12.0,21.0,0.0,Fluid,108.0
2020-11-14T01:00:00+00:00,11.7,9.0,23.0,0.0,Fluid,84.0
2020-11-14T02:00:00+00:00,11.5,12.0,25.0,0.0,Fluid,76.3
2020-11-14T03:00:00+00:00,11.0,12.0,27.0,0.0,Fluid,91.1
2020-11-14T04:00:00+00:00,10.6,10.0,28.0,0.0,Fluid,133.2
2020-11-14T05:00:00+00:00,10.6,8.0,25.0,0.0,Fluid,214.8
2020-11-14T06:00:00+00:00,11.1,8.0,23.0,0.0,Fluid,321.3
2020-11-14T07:00:00+00:00,11.6,9.0,22.0,0.0,Fluid,393.7
2020-11-14T08:00:00+00:00,12.2,17.0,39.0,0.0,Fluid,443.3
2020-11-14T09:00:00+00:00,12.5,15.0,39.0,0.0,Fluid,520.1
2020-11-14T10:00:00+00:00,13.3,12.0,38.0,0.0,Fluid,577.2
2020-11-14T11:00:00+00:00,15.1,12.0,31.0,0.0,Fluid,626.4
2020-11-14T12:00:00+00:00,16.4,18.0,35.0,0.0,Fluid,614.6
2020-11-14T13:00:00+00:00,17.2,17.0,35.0,0.0,Fluid,621.1
2020-11-14T14:00:00+00:00,16.9,13.0,42.0,0.0,Fluid,633.2
2020-11-14T15:00:00+00:00,16.8,18.0,40.0,0.0,Fluid,639.3
2020-11-14T16:00:00+00:00,15.8,12.0,35.0,0.0,Fluid,653.9
2020-11-14T17:00:00+00:00,15.1,12.0,27.0,0.0,Fluid,630.3
2020-11-14T18:00:00+00:00,14.7,10.0,27.0,0.0,Fluid,552.1
2020-11-14T19:00:00+00:00,14.6,11.0,29.0,0.0,Fluid,446.3
2020-11-14T20:00:00+00:00,14.4,11.0,28.0,0.0,Fluid,328.6
2020-11-14T21:00:00+00:00,14.9,21.0,44.0,0.0,Fluid,231.1
2020-11-14T22:00:00+00:00,14.9,17.0,43.0,0.0,Fluid,168.9
2020-11-14T23:00:00+00:00,15.1,20.0,45.0,0.0,Fluid,142.7
2020-11-15T00:00:00+00:00,14.6,15.0,44.0,0.0,Fluid,110.5
2020-11-15T01:00:00+00:00,14.3,14.0,47.0,0.0,Fluid,85.0
2020-11-15T02:00:00+00:00,14.2,18.0,41.0,0.0,Fluid,68.8
2020-11-15T03:00:00+00:00,13.4,18.0,41.0,0.0,Fluid,71.6
2020-11-15T04:00:00+00:00,13.4,15.0,40.0,0.0,Fluid,88.6
2020-11-15T05:00:00+00:00,13.4,18.0,35.0,0.0,Fluid,127.6
2020-11-15T06:00:00+00:00,13.6,18.0,37.0,0.0,Fluid,154.1
2020-11-15T07:00:00+00:00,13.7,16.0,37.0,0.0,Fluid,185.5
2020-11-15T08:00:00+00:00,14.2,20.0,50.0,0.0,Fluid,233.6
2020-11-15T09:00:00+00:00,14.4,20.0,47.0,0.0,Fluid,304.5
2020-11-15T10:00:00+00:00,15.0,22.0,52.0,0.0,Fluid,380.5
2020-11-15T11:00:00+00:00,14.4,22.0,51.0,0.6,Fluid,442.8
2020-11-15T12:00:00+00:00,14.3,23.0,58.0,0.6,Fluid,442.1
2020-11-15T13:00:00+00:00,14.0,25.0,59.0,2.2,Fluid,467.7
2020-11-15T14:00:00+00:00,14.2,28.0,74.0,1.0,Fluid,479.8
2020-11-15T15:00:00+00:00,14.1,18.0,59.0,0.0,Fluid,504.0
2020-11-15T16:00:00+00:00,13.4,17.0,57.0,0.0,Fluid,553.4
2020-11-15T17:00:00+00:00,12.6,17.0,54.0,0.0,Fluid,564.4
2020-11-15T18:00:00+00:00,11.9,17.0,45.0,0.0,Fluid,481.6
2020-11-15T19:00:00+00:00,11.5,15.0,55.0,0.0,Fluid,404.6
2020-11-15T20:00:00+00:00,11.2,19.0,44.0,0.0,Fluid,313.7
2020-11-15T21:00:00+00:00,11.0,22.0,50.0,0.0,Fluid,209.8
2020-11-15T22:00:00+00:00,10.9,24.0,60.0,0.0,Fluid,136.7
2020-11-15T23:00:00+00:00,10.8,20.0,53.0,0.0,Fluid,92.9
2020-11-16T00:00:00+00:00,10.9,18.0,40.0,0.0,Fluid,66.4
2020-11-16T01:00:00+00:00,11.0,11.0,40.0,0.0,Fluid,50.3
2020-11-16T02:00:00+00:00,11.2,14.0,33.0,0.0,Fluid,52.3
2020-11-16T03:00:00+00:00,11.0,13.0,36.0,0.0,Fluid,84.6
2020-11-16T04:00:00+00:00,11.0,15.0,34.0,0.0,Fluid,204.1
2020-11-16T05:00:00+00:00,11.2,15.0,38.0,0.0,Fluid,528.0
2020-11-16T06:00:00+00:00,10.8,16.0,40.0,0.0,Fluid,822.3
2020-11-16T07:00:00+00:00,10.4,10.0,28.0,0.0,Fluid,987.8
2020-11-16T08:00:00+00:00,10.5,14.0,37.0,0.0,Fluid,935.8
2020-11-16T09:00:00+00:00,11.3,12.0,39.0,0.0,Fluid,823.2
2020-11-16T10:00:00+00:00,11.2,17.0,44.0,0.0,Fluid,818.3
2020-11-16T11:00:00+00:00,11.6,14.0,35.0,0.0,Fluid,831.5
2020-11-16T12:00:00+00:00,12.2,15.0,34.0,0.0,Fluid,867.7
2020-11-16T13:00:00+00:00,12.5,19.0,38.0,0.0,Fluid,850.6
2020-11-16T14:00:00+00:00,12.0,14.0,35.0,0.0,Fluid,862.2
2020-11-16T15:00:00+00:00,12.2,16.0,32.0,0.0,Fluid,903.6
2020-11-16T16:00:00+00:00,11.5,8.0,34.0,0.0,Fluid,861.5
2020-11-16T17:00:00+00:00,11.6,12.0,24.0,0.0,Fluid,853.5
2020-11-16T18:00:00+00:00,11.5,10.0,26.0,0.0,Fluid,766.3
2020-11-16T19:00:00+00:00,11.6,11.0,23.0,0.0,Fluid,549.7
2020-11-16T20:00:00+00:00,11.4,11.0,29.0,0.0,Fluid,364.4
2020-11-16T21:00:00+00:00,11.4,12.0,26.0,0.0,Fluid,245.4
2020-11-16T22:00:00+00:00,11.4,10.0,29.0,0.0,Fluid,162.3
2020-11-16T23:00:00+00:00,11.5,11.0,28.0,0.0,Fluid,117.6
2020-11-17T00:00:00+00:00,11.3,12.0,24.0,0.0,Fluid,87.1
2020-11-17T01:00:00+00:00,10.9,9.0,21.0,0.0,Fluid,70.4
2020-11-17T02:00:00+00:00,10.4,10.0,22.0,0.0,Fluid,71.7
2020-11-17T03:00:00+00:00,10.5,10.0,25.0,0.0,Fluid,105.0
2020-11-17T04:00:00+00:00,10.7,10.0,27.0,0.0,Fluid,219.2
2020-11-17T05:00:00+00:00,10.6,12.0,21.0,0.0,Fluid,524.6
2020-11-17T06:00:00+00:00,10.9,9.0,22.0,0.0,Fluid,825.3
2020-11-17T07:00:00+00:00,10.9,7.0,19.0,0.0,Fluid,988.1
2020-11-17T08:00:00+00:00,10.8,7.0,21.0,0.0,Fluid,940.0
2020-11-17T09:00:00+00:00,11.3,10.0,22.0,0.0,Fluid,860.9
2020-11-17T10:00:00+00:00,11.7,9.0,19.0,0.0,Fluid,863.4
2020-11-17T11:00:00+00:00,12.3,11.0,23.0,0.0,Fluid,878.7
2020-11-17T12:00:00+00:00,12.7,11.0,23.0,0.0,Fluid,891.3
2020-11-17T13:00:00+00:00,13.2,10.0,28.0,0.0,Fluid,4458.6
2020-11-17T14:00:00+00:00,13.4,10.0,27.0,0.0,Fluid,892.0
2020-11-17T15:00:00+00:00,13.5,10.0,21.0,0.0,Fluid,540.5
2020-11-17T16:00:00+00:00,13.2,10.0,22.0,0.0,Fluid,922.5
2020-11-17T17:00:00+00:00,12.9,8.0,23.0,0.0,Fluid,899.8
2020-11-17T18:00:00+00:00,12.7,7.0,17.0,0.0,Fluid,797.2
2020-11-17T19:00:00+00:00,12.6,5.0,15.0,0.0,Fluid,587.7
2020-11-17T20:00:00+00:00,12.1,7.0,15.0,0.0,Fluid,393.2
2020-11-17T21:00:00+00:00,11.3,10.0,18.0,0.0,Fluid,254.8
2020-11-17T22:00:00+00:00,9.9,5.0,14.0,0.0,Fluid,178.3
2020-11-17T23:00:00+00:00,9.1,8.0,12.0,0.0,Fluid,128.5
2020-11-18T00:00:00+00:00,8.6,7.0,14.0,0.0,Fluid,91.6
2020-11-18T01:00:00+00:00,7.6,5.0,10.0,0.0,Fluid,70.4
2020-11-18T02:00:00+00:00,7.6,5.0,12.0,0.0,Fluid,72.7
2020-11-18T03:00:00+00:00,6.8,6.0,13.0,0.0,Fluid,105.7
2020-11-18T04:00:00+00:00,7.3,10.0,21.0,0.0,Fluid,200.8
2020-11-18T05:00:00+00:00,7.1,8.0,19.0,0.0,Fluid,526.9
2020-11-18T06:00:00+00:00,6.8,10.0,25.0,0.0,Fluid,813.5
2020-11-18T07:00:00+00:00,6.6,13.0,23.0,0.0,Fluid,977.1
2020-11-18T08:00:00+00:00,6.7,11.0,23.0,0.0,Fluid,919.8
2020-11-18T09:00:00+00:00,7.6,12.0,23.0,0.0,Fluid,839.0
2020-11-18T10:00:00+00:00,9.8,15.0,31.0,0.0,Fluid,867.9
2020-11-18T11:00:00+00:00,11.2,14.0,28.0,0.0,Fluid,900.1
2020-11-18T12:00:00+00:00,13.7,10.0,24.0,0.0,Fluid,899.5
2020-11-18T13:00:00+00:00,14.9,10.0,26.0,0.0,Fluid,905.8
2020-11-18T14:00:00+00:00,15.4,10.0,26.0,0.0,Fluid,885.8
2020-11-18T15:00:00+00:00,15.6,10.0,27.0,0.0,Fluid,907.3
2020-11-18T16:00:00+00:00,14.8,10.0,32.0,0.0,Fluid,920.1
2020-11-18T17:00:00+00:00,14.2,14.0,33.0,0.0,Fluid,918.6
2020-11-18T18:00:00+00:00,14.4,10.0,28.0,0.0,Fluid,816.6
2020-11-18T19:00:00+00:00,14.4,6.0,26.0,0.0,Fluid,601.1
2020-11-18T20:00:00+00:00,14.7,14.0,25.0,0.0,Fluid,404.3
2020-11-18T21:00:00+00:00,14.4,13.0,28.0,0.0,Fluid,269.5
2020-11-18T22:00:00+00:00,14.3,9.0,26.0,0.0,Fluid,181.5
2020-11-18T23:00:00+00:00,14.6,11.0,26.0,0.0,Fluid,85.7
2020-11-19T00:00:00+00:00,12.8,18.0,50.0,0.2,Fluid,93.0
2020-11-19T01:00:00+00:00,11.3,17.0,44.0,0.2,Fluid,71.7
2020-11-19T02:00:00+00:00,9.8,14.0,48.0,0.6,Fluid,69.3
2020-11-19T03:00:00+00:00,9.6,10.0,30.0,0.0,Fluid,102.6
2020-11-19T04:00:00+00:00,9.4,12.0,37.0,0.0,Fluid,204.3
2020-11-19T05:00:00+00:00,8.9,12.0,32.0,0.0,Fluid,528.6
2020-11-19T06:00:00+00:00,8.5,14.0,31.0,0.0,Fluid,822.8
2020-11-19T07:00:00+00:00,8.5,14.0,45.0,0.0,Fluid,975.3
2020-11-19T08:00:00+00:00,8.7,14.0,37.0,0.0,Fluid,929.5
2020-11-19T09:00:00+00:00,9.8,15.0,40.0,0.0,Fluid,876.6
2020-11-19T10:00:00+00:00,10.9,18.0,55.0,0.0,Fluid,868.8
2020-11-19T11:00:00+00:00,11.1,17.0,51.0,0.0,Fluid,864.7
2020-11-19T12:00:00+00:00,11.7,15.0,44.0,0.0,Fluid,896.7
2020-11-19T13:00:00+00:00,11.9,19.0,49.0,0.0,Fluid,899.2
2020-11-19T14:00:00+00:00,12.1,22.0,47.0,0.0,Fluid,890.5
2020-11-19T15:00:00+00:00,11.6,23.0,51.0,0.0,Fluid,915.8
2020-11-19T16:00:00+00:00,10.7,17.0,51.0,0.2,Fluid,912.5
2020-11-19T17:00:00+00:00,10.4,14.0,43.0,0.0,Fluid,886.8
2020-11-19T18:00:00+00:00,10.0,14.0,34.0,0.0,Fluid,808.6
2020-11-19T19:00:00+00:00,9.6,15.0,32.0,0.2,Fluid,598.8
2020-11-19T20:00:00+00:00,9.6,12.0,31.0,0.0,Fluid,394.7
2020-11-19T21:00:00+00:00,9.1,11.0,27.0,0.0,Fluid,264.6
2020-11-19T22:00:00+00:00,9.1,10.0,28.0,0.0,Fluid,178.1
2020-11-19T23:00:00+00:00,8.7,15.0,30.0,0.6,Fluid,139.5
2020-11-20T00:00:00+00:00,8.2,13.0,37.0,0.4,Fluid,93.7
2020-11-20T01:00:00+00:00,7.8,11.0,26.0,0.4,Fluid,70.8
2020-11-20T02:00:00+00:00,6.8,9.0,20.0,0.0,Fluid,69.2
2020-11-20T03:00:00+00:00,6.1,8.0,13.0,0.0,Fluid,103.7
2020-11-20T04:00:00+00:00,6.6,13.0,23.0,0.2,Fluid,209.8
2020-11-20T05:00:00+00:00,6.4,8.0,16.0,0.0,Fluid,513.7
2020-11-20T06:00:00+00:00,6.2,8.0,15.0,0.0,Fluid,807.6
2020-11-20T07:00:00+00:00,5.6,3.0,12.0,0.0,Fluid,958.4
2020-11-20T08:00:00+00:00,5.8,5.0,13.0,0.0,Fluid,894.2
2020-11-20T09:00:00+00:00,7.0,4.0,10.0,0.0,Fluid,850.6
2020-11-20T10:00:00+00:00,8.0,3.0,9.0,0.0,Fluid,863.3
2020-11-20T11:00:00+00:00,9.1,3.0,10.0,0.0,Fluid,909.0
2020-11-20T12:00:00+00:00,9.5,5.0,15.0,0.0,Fluid,912.3
2020-11-20T13:00:00+00:00,9.5,8.0,17.0,0.0,Fluid,893.0
2020-11-20T14:00:00+00:00,8.7,6.0,15.0,0.0,Fluid,903.5
2020-11-20T15:00:00+00:00,8.5,5.0,12.0,0.0,Fluid,920.9
2020-11-20T16:00:00+00:00,7.6,5.0,10.0,0.0,Fluid,898.7
2020-11-20T17:00:00+00:00,7.3,5.0,9.0,0.0,Fluid,891.1
2020-11-20T18:00:00+00:00,6.7,6.0,10.0,0.0,Fluid,793.8
2020-11-20T19:00:00+00:00,6.4,8.0,13.0,0.0,Fluid,607.0
2020-11-20T20:00:00+00:00,6.0,6.0,12.0,0.0,Fluid,418.7
2020-11-20T21:00:00+00:00,5.9,9.0,14.0,0.0,Fluid,290.8
2020-11-20T22:00:00+00:00,6.1,7.0,14.0,0.0,Fluid,205.9
2020-11-20T23:00:00+00:00,6.0,9.0,16.0,0.0,Fluid,151.5
2020-11-21T00:00:00+00:00,5.9,6.0,15.0,0.0,Fluid,116.2
2020-11-21T01:00:00+00:00,5.6,7.0,17.0,0.0,Fluid,90.2
2020-11-21T02:00:00+00:00,5.1,8.0,17.0,0.0,Fluid,79.4
2020-11-21T03:00:00+00:00,4.8,7.0,18.0,0.0,Fluid,93.8
2020-11-21T04:00:00+00:00,4.5,9.0,21.0,0.0,Fluid,136.3
2020-11-21T05:00:00+00:00,4.2,9.0,19.0,0.0,Fluid,216.2
2020-11-21T06:00:00+00:00,4.8,8.0,17.0,0.0,Fluid,327.4
2020-11-21T07:00:00+00:00,4.5,8.0,17.0,0.0,Fluid,411.7
2020-11-21T08:00:00+00:00,4.4,7.0,21.0,0.0,Fluid,467.1
2020-11-21T09:00:00+00:00,5.2,5.0,18.0,0.0,Fluid,542.6
2020-11-21T10:00:00+00:00,8.1,8.0,15.0,0.0,Fluid,620.3
2020-11-21T11:00:00+00:00,9.6,9.0,26.0,0.0,Fluid,675.4
2020-11-21T12:00:00+00:00,10.7,12.0,25.0,0.0,Fluid,658.9
2020-11-21T13:00:00+00:00,10.7,9.0,26.0,0.0,Fluid,675.4
2020-11-21T14:00:00+00:00,10.3,10.0,22.0,0.0,Fluid,678.6
2020-11-21T15:00:00+00:00,10.2,7.0,21.0,0.0,Fluid,688.8
2020-11-21T16:00:00+00:00,9.5,8.0,18.0,0.0,Fluid,692.0
2020-11-21T17:00:00+00:00,8.9,9.0,18.0,0.0,Fluid,670.2
2020-11-21T18:00:00+00:00,8.2,8.0,19.0,0.0,Fluid,597.3
2020-11-21T19:00:00+00:00,7.7,10.0,21.0,0.0,Fluid,491.0
2020-11-21T20:00:00+00:00,6.7,5.0,20.0,0.0,Fluid,364.5
2020-11-21T21:00:00+00:00,6.5,6.0,12.0,0.0,Fluid,266.2
2020-11-21T22:00:00+00:00,6.1,6.0,12.0,0.0,Fluid,198.5
2020-11-21T23:00:00+00:00,5.8,9.0,15.0,0.0,Fluid,165.5
2020-11-22T00:00:00+00:00,5.6,5.0,15.0,0.0,Fluid,131.0
2020-11-22T01:00:00+00:00,5.5,7.0,15.0,0.0,Fluid,92.5
2020-11-22T02:00:00+00:00,5.1,7.0,16.0,0.0,Fluid,75.2
2020-11-22T03:00:00+00:00,4.8,4.0,12.0,0.0,Fluid,73.1
2020-11-22T04:00:00+00:00,5.2,5.0,9.0,0.0,Fluid,89.7
2020-11-22T05:00:00+00:00,5.4,6.0,13.0,0.0,Fluid,126.5
2020-11-22T06:00:00+00:00,5.4,5.0,18.0,0.0,Fluid,149.4
2020-11-22T07:00:00+00:00,5.3,7.0,16.0,0.0,Fluid,179.3
2020-11-22T08:00:00+00:00,5.7,4.0,15.0,0.0,Fluid,239.4
2020-11-22T09:00:00+00:00,6.7,5.0,12.0,0.0,Fluid,316.3
2020-11-22T10:00:00+00:00,7.7,5.0,13.0,0.0,Fluid,409.6
2020-11-22T11:00:00+00:00,8.1,6.0,15.0,0.0,Fluid,486.2
2020-11-22T12:00:00+00:00,9.4,5.0,17.0,0.0,Fluid,484.8
2020-11-22T13:00:00+00:00,10.8,8.0,14.0,0.0,,
2020-11-22T14:00:00+00:00,11.1,6.0,14.0,0.0,,
2020-11-22T15:00:00+00:00,10.8,9.0,14.0,0.0,,
2020-11-22T16:00:00+00:00,9.9,9.0,16.0,0.0,,
2020-11-22T17:00:00+00:00,9.4,6.0,15.0,0.0,,
2020-11-22T18:00:00+00:00,8.8,6.0,14.0,0.0,,
2020-11-22T19:00:00+00:00,9.1,4.0,14.0,0.0,,
2020-11-22T20:00:00+00:00,8.9,6.0,12.0,0.0,,
2020-11-22T21:00:00+00:00,8.8,3.0,14.0,0.0,,
2020-11-22T22:00:00+00:00,8.9,4.0,9.0,0.0,,
2020-11-22T23:00:00+00:00,9.0,3.0,8.0,0.0,,
